Brand,Model,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Mahindra,Mahindra XUV500 W6 2WD,80000,Diesel,Individual,Manual,Second Owner
Tata,Tata Tiago 1.2 Revotron XT,80000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Zen Estilo LXI BS IV,120000,Petrol,Individual,Manual,First Owner
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,100000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Santro Xing XL eRLX Euro III,60000,Petrol,Dealer,Manual,Second Owner
Maruti,Maruti Alto K10 VXI,25000,Petrol,Dealer,Manual,First Owner
Ford,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,19000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Alto LX,54000,Petrol,Dealer,Manual,First Owner
Ford,Ford Aspire Titanium Plus BSIV,17100,Petrol,Dealer,Manual,Second Owner
Hyundai,Hyundai Grand i10 Asta Option AT,19000,Petrol,Dealer,Automatic,First Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,146000,Diesel,Dealer,Manual,First Owner
Ford,Ford Endeavour 3.0L 4X4 AT,98000,Diesel,Dealer,Automatic,First Owner
Ford,Ford Endeavour 2.5L 4X2,224642,Diesel,Dealer,Manual,Second Owner
Maruti,Maruti Zen LXI,120000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Verito 1.5 D2 BSIII,175000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 AT W10 AWD,15000,Diesel,Individual,Automatic,Second Owner
Renault,Renault Duster 110PS Diesel RxZ,50000,Diesel,Individual,Manual,First Owner
Datsun,Datsun RediGO 1.0 S,15000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ignis 1.2 AMT Alpha BSIV,25000,Petrol,Individual,Automatic,First Owner
Tata,Tata Nexon 1.5 Revotorq XM,25000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W6 2WD,69000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,60000,Diesel,Individual,Manual,Third Owner
Mahindra,Mahindra Scorpio 2.6 CRDe,222435,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,66000,Diesel,Individual,Manual,Third Owner
Ford,Ford Fiesta 1.4 ZXi Duratec,110000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,78000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Elite i20 Sportz Plus BSIV,10000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift 1.2 DLX,35000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio BSIV,10000,Diesel,Individual,Manual,First Owner
Renault,Renault KWID RXT,40000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio LX,120000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Esteem AX,70000,Petrol,Individual,Automatic,First Owner
Ford,Ford Figo 1.5D Trend MT,40000,Diesel,Individual,Manual,First Owner
Honda,Honda Amaze V Diesel BSIV,20000,Diesel,Individual,Manual,First Owner
Skoda,Skoda Rapid 1.5 TDI Ambition,93000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Etios VD,159000,Diesel,Individual,Manual,First Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,75000,Diesel,Individual,Manual,Second Owner
Ford,Ford Fiesta Classic 1.4 SXI Duratorq,101100,Diesel,Individual,Manual,Third Owner
Tata,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,66000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i10 Era,30000,Petrol,Individual,Manual,Second Owner
Renault,Renault KWID 1.0 RXT Optional,10000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W8 4WD,126000,Diesel,Individual,Manual,Second Owner
Volkswagen,Volkswagen Vento 1.5 TDI Highline,70000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI Optional,50000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero DI,100000,Diesel,Individual,Manual,First Owner
Honda,Honda Civic 1.8 V AT,60000,Petrol,Individual,Automatic,First Owner
Honda,Honda Mobilio V i VTEC,70000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Creta 1.6 SX,1200,Petrol,Individual,Manual,First Owner
Renault,Renault KWID RXT,40000,Petrol,Individual,Manual,First Owner
Tata,Tata Manza ELAN Quadrajet BS IV,80000,Diesel,Individual,Manual,Third Owner
Hyundai,Hyundai i10 Sportz AT,134444,Petrol,Individual,Automatic,Second Owner
Maruti,Maruti Alto LXi,120000,Petrol,Individual,Manual,Second Owner
Nissan,Nissan Micra Diesel XV Premium,120000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIV,238000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI Minor,100000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Bolero SLX 4WD BSIII,110000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio S9 BSIV,35000,Diesel,Individual,Manual,First Owner
Honda,Honda City 1.3 DX,165000,Petrol,Individual,Manual,Second Owner
Honda,Honda BR-V i-DTEC VX MT,42000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 CRDi Sportz,70000,Diesel,Individual,Manual,Second Owner
Tata,Tata Nano Lx BSIII,60000,Petrol,Individual,Manual,Second Owner
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,115000,Diesel,Individual,Manual,Third Owner
Volkswagen,Volkswagen Ameo 1.5 TDI Highline,70000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift ZXI ABS,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI BS IV,65000,Petrol,Dealer,Manual,First Owner
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,150000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Etios GD,75000,Diesel,Dealer,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,63700,Diesel,Individual,Manual,First Owner
Honda,Honda Amaze VX i-DTEC,74800,Diesel,Individual,Manual,First Owner
Ford,Ford Endeavour 2.5L 4X2 MT,105000,Diesel,Individual,Manual,Second Owner
Renault,Renault Duster 85PS Diesel RxE,40000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ritz LDi,90000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Corolla Altis D-4D J,75000,Diesel,Dealer,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,15000,Diesel,Individual,Manual,First Owner
Maruti,Maruti 800 AC Uniq,30000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIV,100000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio VLX 2WD AT BSIV,155000,Diesel,Individual,Automatic,Third Owner
Land,Land Rover Range Rover Evoque 2.2L Dynamic,149000,Diesel,Individual,Automatic,Second Owner
Hyundai,Hyundai i20 1.4 Sportz,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,90000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna CRDi 1.6 SX Option,100000,Diesel,Individual,Manual,First Owner
BMW,BMW X1 sDrive20d,100000,Diesel,Individual,Automatic,Second Owner
Maruti,Maruti Alto K10 2010-2014 VXI,90000,Petrol,Individual,Manual,Second Owner
Tata,Tata Spacio SA 6 Seater,75000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,120000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Etios 1.4 VXD,90000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Xcent 1.2 Kappa S,55000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Xylo D2,70000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus SLX,95000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.4 CRDi,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ciaz ZDi Plus SHVS,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Omni E MPI STD BS IV,60516,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,235000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz,Mercedes-Benz E-Class 280 CDI,76731,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti Swift ZDI,64000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,65000,Diesel,Dealer,Manual,First Owner
Honda,Honda City i-VTEC CVT ZX,13000,Petrol,Dealer,Automatic,Test Drive Car
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,77000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai EON Era,24000,Petrol,Dealer,Manual,First Owner
Nissan,Nissan Micra Active XV,63840,Petrol,Dealer,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron XT,25000,Petrol,Individual,Manual,First Owner
Tata,Tata New Safari DICOR 2.2 EX 4x2,76400,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Zen LX,70000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Zen LX,70000,Petrol,Individual,Manual,Third Owner
Fiat,Fiat Linea Active (Diesel),80000,Diesel,Individual,Manual,Third Owner
Fiat,Fiat Punto 1.4 Emotion,100000,Petrol,Individual,Manual,Fourth & Above Owner
Ford,Ford EcoSport 1.5 Diesel Trend Plus BSIV,40000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Creta 1.6 SX Option,15000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Zen Estilo LXI BS IV,70000,Petrol,Individual,Manual,First Owner
Renault,Renault KWID RXT,15000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti 800 AC,54000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Verna CRDi,90000,Diesel,Individual,Manual,First Owner
Maruti,Maruti 800 AC BSIII,52000,Petrol,Individual,Manual,First Owner
Tata,Tata Indigo LS,200000,Diesel,Individual,Manual,Third Owner
Chevrolet,Chevrolet Beat Diesel LT,35000,Diesel,Individual,Manual,Second Owner
Renault,Renault Duster 110PS Diesel RxZ AWD,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto K10 VXI,31489,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.4 Asta Option,40000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Quanto C6,110000,Diesel,Individual,Manual,First Owner
Tata,Tata Indigo LX Dicor,50000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.2 Magna,44000,Petrol,Individual,Manual,First Owner
Honda,Honda City 1.5 S MT,90000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX VTVT (O),50000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai i10 Magna,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Zen Estilo 1.1 LXI BSIII,81366,Petrol,Individual,Manual,First Owner
Maruti,Maruti Esteem Vxi - BSIII,110000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,300000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna Transform VTVT,70000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,100000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Gypsy King Hard Top Ambulance BSIV,70000,Petrol,Individual,Manual,Second Owner
Ford,Ford Figo Diesel Celebration Edition,50000,Diesel,Individual,Manual,First Owner
Ford,Ford Fiesta 1.4 SXi TDCi,180000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti 800 AC,50000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Esteem Vxi,90000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indica Vista Quadrajet LS,110000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Baleno Zeta Automatic,26000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Vitara Brezza ZDi Plus,65000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Captiva LT,130000,Diesel,Individual,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxL Optional,75000,Diesel,Individual,Manual,Second Owner
Nissan,Nissan Terrano XV Premium 110 PS,110000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto K10 2010-2014 VXI,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti 800 Std,80000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indica Vista Aura 1.2 Safire,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,60000,Petrol,Individual,Manual,Second Owner
Honda,Honda City 1.5 V MT,90000,Petrol,Individual,Manual,Second Owner
Renault,Renault KWID 1.0 RXT Optional,36000,Petrol,Individual,Manual,First Owner
Tata,Tata Indica Vista Terra Quadrajet 1.3L BS IV,87000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Terra 1.4 TDI,80000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Enjoy TCDi LT 8 Seater,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti 800 Std,60000,Petrol,Individual,Manual,First Owner
Renault,Renault KWID RXT,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,40000,Diesel,Individual,Manual,Third Owner
Hyundai,Hyundai i10 Magna 1.1,60000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Etios VXD,55000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Quanto C8,80000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Xylo E9,295000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON Era Plus,80000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto K10 VXI,50000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indigo CR4,158000,Diesel,Individual,Manual,Third Owner
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,400000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Wagon R VXI BS IV,25000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2 S,35000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ignis 1.2 Zeta BSIV,12000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Omni MPI STD BSIV,70000,Petrol,Individual,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron XZ,4000,Petrol,Individual,Manual,First Owner
Ford,Ford Figo Aspire 1.2 Ti-VCT Trend,10832,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai i10 Era,50000,Petrol,Individual,Manual,First Owner
Nissan,Nissan Sunny XL,19495,Petrol,Dealer,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxL Plus,62668,Diesel,Dealer,Manual,First Owner
Mahindra,Mahindra XUV500 W6 2WD,85710,Diesel,Dealer,Manual,First Owner
Ford,Ford Figo Diesel EXI,55130,Diesel,Dealer,Manual,Second Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,63356,Diesel,Dealer,Manual,Second Owner
Toyota,Toyota Fortuner 3.0 Diesel,129627,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Spark 1.0 LT,15000,Petrol,Individual,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron XE,50000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Etios Liva VX,70000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto K10 VXI,20000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat LS,60000,Petrol,Individual,Manual,Third Owner
Hyundai,Hyundai Grand i10 Asta Option,5000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ciaz VXi,15000,Petrol,Individual,Manual,First Owner
Datsun,Datsun GO Plus T BSIV,4400,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Xylo H4,15000,Diesel,Individual,Manual,Third Owner
Renault,Renault Duster 85PS Diesel RxL Optional,45000,Diesel,Individual,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel Trend BSIV,1000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.1L,38500,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i10 Sportz,25000,Petrol,Individual,Manual,First Owner
Ford,Ford Classic 1.4 Duratorq LXI,35000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Fortuner 3.0 Diesel,110000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 VTVT,40000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Aveo U-VA 1.2,110000,Petrol,Individual,Manual,Second Owner
Chevrolet,Chevrolet Beat Diesel LT,20000,Diesel,Individual,Manual,Third Owner
Hyundai,Hyundai EON Magna Plus,14987,Petrol,Dealer,Manual,First Owner
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,25061,Diesel,Dealer,Manual,First Owner
Ford,Ford Ecosport 1.5 Diesel Titanium,42494,Diesel,Dealer,Manual,First Owner
Honda,Honda Amaze S i-Dtech,44875,Diesel,Dealer,Manual,First Owner
Ford,Ford Figo Diesel EXI,89741,Diesel,Dealer,Manual,Second Owner
Honda,Honda Jazz 1.5 S i DTEC,65000,Diesel,Dealer,Manual,First Owner
Honda,Honda Jazz 1.5 VX i DTEC,35000,Diesel,Dealer,Manual,First Owner
Toyota,Toyota Innova 2.5 GX 8 STR BSIV,347089,Diesel,Dealer,Manual,First Owner
Tata,Tata New Safari DICOR 2.2 VX 4x2,34500,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2 S,30000,Petrol,Individual,Manual,First Owner
BMW,BMW 3 Series 320d Luxury Line,39000,Diesel,Individual,Automatic,First Owner
Ford,Ford Freestyle Titanium Plus Diesel BSIV,16000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI CNG,80000,CNG,Individual,Manual,Second Owner
Maruti,Maruti Ertiga SHVS VDI,60000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra TUV 300 T6 Plus,110000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI,61000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus ZLX,29000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ertiga SHVS ZDI Plus,50000,Diesel,Individual,Manual,First Owner
Fiat,Fiat Grande Punto EVO 90HP 1.3 Sport,90000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz AT,35000,Petrol,Individual,Automatic,First Owner
Volkswagen,Volkswagen Vento 1.6 Highline,43000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto K10 LXI,50000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai EON D Lite,25000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W8 2WD,222252,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI Minor,50000,Petrol,Individual,Manual,Second Owner
Fiat,Fiat Grande Punto Emotion 90Hp,80000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,35000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,85000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 V Diesel 7-seater,110000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti 800 AC,70000,Petrol,Individual,Manual,Second Owner
Honda,Honda City i DTEC VX,100000,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Vento New Diesel Highline,120000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,89000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift ZDi,120000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,40000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R VXI BS IV,17000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift VDI,125000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire ZXI,110000,Petrol,Individual,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,120000,Diesel,Individual,Manual,Second Owner
Ford,Ford Figo Diesel ZXI,90000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio S10 7 Seater,90000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON LPG Magna Plus,110000,LPG,Individual,Manual,First Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,87000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio LX,15000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON 1.0 Kappa Magna Plus,70000,Petrol,Individual,Manual,First Owner
Ford,Ford Fiesta Classic 1.6 Duratec CLXI,38000,Petrol,Individual,Manual,First Owner
Honda,Honda City 1.5 V MT,64000,Petrol,Individual,Manual,Second Owner
Tata,Tata Sumo Gold EX BSIII,55250,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero DI,110000,Diesel,Individual,Manual,First Owner
Maruti,Maruti A-Star AT VXI,70000,Petrol,Individual,Automatic,First Owner
Chevrolet,Chevrolet Cruze LTZ,60000,Diesel,Individual,Manual,Third Owner
Tata,Tata Hexa XM,17000,Diesel,Individual,Manual,First Owner
Renault,Renault KWID 1.0 RXT Optional,13000,Petrol,Individual,Manual,Second Owner
Nissan,Nissan Terrano XL Plus ICC WT20 SE,60000,Diesel,Individual,Manual,First Owner
Mitsubishi,Mitsubishi Pajero Sport 4X4,120000,Diesel,Individual,Manual,Second Owner
Tata,Tata New Safari DICOR 2.2 GX 4x2 BS IV,97000,Diesel,Individual,Manual,Second Owner
Tata,Tata Indica GLS BS IV,130000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire ZXI,50000,Petrol,Individual,Manual,First Owner
Tata,Tata Indigo CR4,120000,Diesel,Individual,Manual,Second Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,68000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,100000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Ertiga VDI,80000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Accent Executive CNG,67000,CNG,Dealer,Manual,Second Owner
Maruti,Maruti Alto K10 VXI,60000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift VXI,5000,Petrol,Individual,Manual,First Owner
Renault,Renault KWID RXE,20000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Creta 1.6 E Plus,12500,Petrol,Individual,Manual,First Owner
Maruti,Maruti Eeco CNG 5 Seater AC BSIV,4000,CNG,Individual,Manual,First Owner
Ford,Ford Figo 1.2P Titanium MT,25000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,70000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI DUO BSIII,162000,LPG,Individual,Manual,First Owner
Toyota,Toyota Fortuner 3.0 Diesel,205000,Diesel,Individual,Manual,Second Owner
Audi,Audi A6 2.8 FSI,70000,Petrol,Individual,Automatic,Third Owner
Hyundai,Hyundai Xcent 1.2 CRDi S,70000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra XUV500 W8 2WD,100000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,70000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Santa Fe 4X4,220000,Diesel,Individual,Manual,First Owner
Honda,Honda Amaze E i-Vtech,80000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Corolla Altis Diesel D4DG,120000,Diesel,Individual,Manual,First Owner
Jeep,Jeep Compass 2.0 Longitude Option BSIV,22038,Diesel,Individual,Manual,First Owner
Nissan,Nissan Terrano XL 110 PS,80000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LX,90000,Petrol,Individual,Manual,First Owner
Tata,Tata New Safari DICOR 2.2 EX 4x2,140000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Thar 4X2,120000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire ZDI,60000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT,80000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire LXI Option,60000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indica Vista Aura Plus 1.3 Quadrajet,90000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 G1 BSIV,80000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift Vdi BSIII,175000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra XUV500 W7 BSIV,10000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.2 Asta Option,65000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 GX 8 STR BSIV,90000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,70000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2500,Petrol,Individual,Manual,First Owner
Honda,Honda Amaze VX i-DTEC,35000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT,40000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Baleno RS 1.0 Petrol,63000,Petrol,Individual,Manual,First Owner
Skoda,Skoda Superb Ambition 2.0 TDI CR AT,88000,Diesel,Dealer,Automatic,First Owner
Nissan,Nissan Terrano XL Plus 85 PS,55000,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Enjoy TCDi LT 7 Seater,71014,Diesel,Dealer,Manual,First Owner
Renault,Renault Scala Diesel RxL,60000,Diesel,Dealer,Manual,First Owner
Skoda,Skoda Rapid 1.5 TDI Ambition,70000,Diesel,Individual,Manual,First Owner
Skoda,Skoda Superb LK 1.8 TSI AT,60000,Petrol,Dealer,Automatic,First Owner
Ford,Ford Fiesta 1.5 TDCi Titanium,92000,Diesel,Dealer,Manual,Third Owner
Mahindra,Mahindra Quanto C6,89126,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Jetta 1.9 TDI Comfortline DSG,134000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Ciaz 1.4 AT Zeta,15000,Petrol,Dealer,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2 CRDi Magna,42500,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Cruze LTZ AT,42000,Diesel,Dealer,Automatic,First Owner
Mahindra,Mahindra XUV500 AT W8 FWD,70000,Diesel,Individual,Automatic,Second Owner
Honda,Honda City 1.5 EXI,110000,Petrol,Individual,Manual,Third Owner
Fiat,Fiat Linea 1.3 Emotion,131365,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Vento 1.5 TDI Highline AT,48980,Diesel,Dealer,Automatic,First Owner
Honda,Honda Amaze VX AT i-Vtech,46000,Petrol,Dealer,Automatic,First Owner
Chevrolet,Chevrolet Spark 1.0 LS,60000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Baleno Delta Diesel,58000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti S-Cross Alpha DDiS 200 SH,22000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai i20 1.2 Asta Option,37000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing GLS,70000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet,Chevrolet Beat Diesel LT,98900,Diesel,Individual,Manual,Third Owner
Chevrolet,Chevrolet Beat Diesel LT,125000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra TUV 300 T4 Plus,60000,Diesel,Individual,Manual,First Owner
