Brand,Model,Year,Selling_Price
Nissan,Nissan Micra XL,2014,210000
Chevrolet,Chevrolet Beat Diesel LS,2013,130000
Maruti,Maruti 800 AC,2007,60000
Mahindra,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,120000
BMW,BMW 5 Series 520d Luxury Line,2017,2900000
Hyundai,Hyundai Accent CRDi,2005,100000
Maruti,Maruti Zen VXi - BS III,2004,79000
Chevrolet,Chevrolet Beat Diesel LS,2012,120000
Maruti,Maruti Zen LXi - BS III,2005,125000
Chevrolet,Chevrolet Enjoy 1.3 TCDi LS 8,2013,425000
Maruti,Maruti Wagon R LXI,2001,70000
Maruti,Maruti Swift VXI,2020,619000
Nissan,Nissan Micra XL,2017,415000
Hyundai,Hyundai EON Era Plus Option,2014,265000
Tata,Tata Indica GLS BS IV,2008,70000
Chevrolet,Chevrolet Sail Hatchback 1.3 TCDi,2015,281000
Tata,Tata Indigo Grand Dicor,2013,211000
Hyundai,Hyundai Elite i20 Petrol Magna Exective,2018,550000
Chevrolet,Chevrolet Enjoy TCDi LT 8 Seater,2014,350000
Maruti,Maruti Wagon R VXI AMT,2017,420000
Renault,Renault KWID RXT,2015,270000
Maruti,Maruti Celerio VXI,2016,399000
Ford,Ford Figo Trend,2016,440000
Hyundai,Hyundai EON Magna,2012,250000
Ford,Ford Ecosport 1.5 Diesel Titanium,2016,650000
Maruti,Maruti Alto K10 VXI,2015,270000
Ford,Ford Figo Trend,2016,390000
Mahindra,Mahindra XUV500 W10 2WD,2018,1500000
Maruti,Maruti 800 AC,2014,225000
Mahindra,Mahindra XUV500 W8 2WD,2015,900000
Hyundai,Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,1600000
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,800000
Honda,Honda Amaze E i-Dtech,2013,320000
Maruti,Maruti Alto 800 LXI,2016,300000
Hyundai,Hyundai i20 1.2 Asta Dual Tone,2018,740000
Datsun,Datsun RediGO SV 1.0,2019,350000
Datsun,Datsun GO T BSIV,2014,280000
Maruti,Maruti Swift Dzire AMT VDI,2018,675000
Hyundai,Hyundai i10 Era 1.1 iTech SE,2011,300000
Chevrolet,Chevrolet Captiva 2.0L VCDi,2011,400000
Mahindra,Mahindra Scorpio VLX 2WD BSIV,2010,420000
Tata,Tata New Safari 3L Dicor LX 4x2,2008,300000
Maruti,Maruti Wagon R VXI Minor,2010,170000
Hyundai,Hyundai EON Era Plus,2014,210000
Maruti,Maruti Ertiga VDI,2015,600000
Maruti,Maruti Wagon R VXI BS IV,2014,260000
Tata,Tata Nano Twist XT,2015,82000
Mahindra,Mahindra TUV 300 T8,2016,690000
Hyundai,Hyundai Grand i10 CRDi Asta,2015,300000
Honda,Honda BRV i-DTEC V MT,2017,1250000
Hyundai,Hyundai Verna CRDi 1.6 EX,2017,799000
Toyota,Toyota Fortuner 3.0 Diesel,2010,1000000
Maruti,Maruti Alto 800 LXI,2014,190000
Mahindra,Mahindra Verito 1.5 D2 BSIII,2014,250000
Hyundai,Hyundai Verna 1.6 i ABS,2009,200000
Mahindra,Mahindra Bolero DI,2005,300000
Tata,Tata Zest Revotron 1.2T XMS,2015,250000
Maruti,Maruti 800 AC,2008,90000
Hyundai,Hyundai Santro LE zipPlus,2001,68000
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,2017,500000
Hyundai,Hyundai Verna CRDi 1.6 SX,2017,900000
Maruti,Maruti Alto LX,2007,100000
Renault,Renault Duster 85PS Diesel RxL,2016,700000
Volvo,Volvo XC60 D3 Kinetic,2012,1750000
Maruti,Maruti Wagon R VXI Optional,2017,290000
Toyota,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000
Tata,Tata Indigo LX Dicor,2008,70000
Maruti,Maruti Swift ZDi BSIV,2016,520000
Tata,Tata Indigo LS,2012,150000
Hyundai,Hyundai i10 Magna 1.1,2008,120000
Hyundai,Hyundai i20 Asta Option 1.2,2016,600000
Tata,Tata Xenon XT EX 4X4,2010,150000
Volkswagen,Volkswagen Vento Petrol Highline,2011,400000
Maruti,Maruti Alto 800 LXI,2015,310000
Maruti,Maruti Baleno Alpha 1.2,2015,550000
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,2016,550000
Hyundai,Hyundai Grand i10 CRDi Magna,2013,320000
Maruti,Maruti 800 AC BSII,1992,50000
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,2018,500000
Renault,Renault KWID RXT,2018,360000
Maruti,Maruti Vitara Brezza VDi Option,2017,700000
Maruti,Maruti Ertiga VDI,2012,700000
Hyundai,Hyundai i20 1.4 Sportz,2017,655000
Maruti,Maruti Vitara Brezza VDi Option,2017,700000
Chevrolet,Chevrolet Beat LT LPG,2011,200000
Renault,Renault Duster 85PS Diesel RxL Optional,2012,375000
Hyundai,Hyundai Verna 1.6 SX,2012,470000
Maruti,Maruti Ciaz VDi,2015,550000
Honda,Honda Amaze VX i-DTEC,2014,500000
Datsun,Datsun GO T Option BSIV,2015,210000
Maruti,Maruti Eeco 7 Seater Standard BSIV,2018,270000
Skoda,Skoda Superb 1.8 TFSI MT,2010,300000
Maruti,Maruti Wagon R VXI Minor,2007,80000
Mercedes-Benz,Mercedes-Benz E-Class E250 Edition E,2013,1451000
Tata,Tata Safari Storme VX Varicor 400,2018,1085000
Hyundai,Hyundai Verna SX AT Diesel,2009,245000
Honda,Honda WR-V i-VTEC VX,2017,700000
Hyundai,Hyundai EON Magna Plus,2018,300000
Hyundai,Hyundai Xcent 1.2 CRDi E,2017,350000
Hyundai,Hyundai Elite i20 Asta Option CVT BSIV,2017,635000
Honda,Honda City S,2012,325000
Mahindra,Mahindra XUV500 AT W10 1.99 mHawk,2017,1150000
Tata,Tata Indigo GLE BSIII,2008,110000
Honda,Honda City 1.5 V MT,2018,890000
Maruti,Maruti Swift 1.3 LXI,2007,73000
Chevrolet,Chevrolet Beat PS,2014,170000
Maruti,Maruti Ciaz ZXi Plus,2016,750000
Hyundai,Hyundai EON 1.0 Era Plus,2017,280000
Maruti,Maruti Baleno Alpha 1.2,2018,690000
Tata,Tata Indigo GLS,2008,130000
Maruti,Maruti Swift 1.3 LXI,2007,73000
Hyundai,Hyundai Santro Xing GLS,2007,85000
Hyundai,Hyundai Elantra 2.0 SX AT,2018,1575000
Nissan,Nissan Sunny Diesel XV,2013,325000
Honda,Honda City 1.3 EXI,1998,85000
Hyundai,Hyundai Verna 1.6 CRDI SX Option,2018,860000
Maruti,Maruti S-Cross Sigma DDiS 200 SH,2017,690000
Hyundai,Hyundai Elantra CRDi S,2013,650000
Chevrolet,Chevrolet Sail LS ABS,2014,375000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,525000
Maruti,Maruti Eeco Smiles 5 Seater AC,2016,330000
Maruti,Maruti Eeco Smiles 5 Seater AC,2013,280000
Maruti,Maruti Swift ZXI,2014,470000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,2011,350000
Honda,Honda City 1.5 V Elegance,2012,480000
Hyundai,Hyundai Verna 1.6 CRDi SX,2016,620000
Datsun,Datsun GO T BSIV,2014,250000
Chevrolet,Chevrolet Spark 1.0,2010,78692
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,2012,350000
Maruti,Maruti Wagon R LX Minor,2013,250000
Hyundai,Hyundai i20 1.2 Sportz,2011,260000
Honda,Honda Mobilio S i DTEC,2016,640000
Tata,Tata New Safari DICOR 2.2 EX 4x2,2008,220000
Volkswagen,Volkswagen Vento 1.5 TDI Highline,2015,465000
Maruti,Maruti Swift Vdi BSIII,2010,229999
Maruti,Maruti Wagon R VXI BS IV,2018,425000
Tata,Tata Indica GLS BS IV,2008,95000
Hyundai,Hyundai EON LPG Magna Plus,2012,170000
Datsun,Datsun RediGO T Option,2016,229999
Maruti,Maruti 800 Std,1999,45000
Maruti,Maruti Grand Vitara MT,2007,479000
Mahindra,Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000
Hyundai,Hyundai EON Sportz,2016,340000
Maruti,Maruti Swift Dzire ZXI,2016,620000
Tata,Tata Manza Club Class Quadrajet90 EX,2012,270000
Tata,Tata Tiago 1.05 Revotorq XZ Plus,2018,400000
Maruti,Maruti Wagon R VXI Optional,2015,260000
Hyundai,Hyundai Santro LE zipPlus,2003,48000
Tata,Tata Nano Twist XE,2015,100000
Nissan,Nissan Terrano XL Plus 85 PS,2015,490000
Maruti,Maruti Wagon R Duo Lxi,2010,120000
Hyundai,Hyundai i10 Era,2008,125000
Hyundai,Hyundai EON Era Plus,2013,160000
Maruti,Maruti Alto 800 LXI,2019,190000
Tata,Tata Harrier XZ BSIV,2019,1700000
Hyundai,Hyundai i10 Sportz,2011,250000
Maruti,Maruti Ignis 1.2 Delta BSIV,2019,500000
Toyota,Toyota Corolla Altis 1.8 J,2008,400000
Fiat,Fiat Linea T Jet Plus,2011,500000
Toyota,Toyota Fortuner 4x2 AT,2014,1800000
Honda,Honda Civic 1.8 V MT,2008,320000
Honda,Honda Civic 1.8 S AT,2007,250000
Ford,Ford Figo Diesel Titanium,2010,105000
Hyundai,Hyundai i20 Active 1.2 SX,2018,550000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz AT,2019,600000
Maruti,Maruti Alto 800 VXI,2020,210000
Maruti,Maruti Alto 800 LXI Airbag,2012,210000
Maruti,Maruti Alto LXi,2009,150000
Hyundai,Hyundai i10 Era 1.1,2008,125000
Maruti,Maruti Celerio VXI,2016,380000
Maruti,Maruti Baleno Delta 1.2,2019,600000
Maruti,Maruti Swift VXI Deca,2016,490000
Maruti,Maruti Swift Dzire LDI,2018,545000
Maruti,Maruti Wagon R VXI BS IV,2015,250000
Hyundai,Hyundai Venue SX Opt Turbo BSIV,2020,1050000
Maruti,Maruti Wagon R LX Minor,2007,100000
Ford,Ford Figo Diesel ZXI,2014,250000
Maruti,Maruti Wagon R LX BSIII,2007,100000
Ford,Ford Figo 1.5D Ambiente ABS MT,2016,350000
Renault,Renault Duster 110PS Diesel RxZ Plus,2012,370000
Maruti,Maruti Zen VXi - BS III,2004,121000
Ford,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000
Maruti,Maruti Ertiga SHVS VDI,2017,785000
Maruti,Maruti Ciaz S 1.3,2018,850000
Maruti,Maruti Wagon R VXI BS IV,2016,375000
Maruti,Maruti Baleno Alpha 1.2,2017,619000
Chevrolet,Chevrolet Cruze LTZ,2011,335000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,500000
Maruti,Maruti Wagon R LX,2003,60000
Maruti,Maruti Zen Estilo VXI BSIV,2010,130000
Mahindra,Mahindra Ingenio CRDe,2015,210000
Toyota,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,1900000
Tata,Tata Indigo TDI,2013,270000
Maruti,Maruti Wagon R LXI Minor,2010,225000
Maruti,Maruti SX4 ZXI MT BSIV,2011,150000
Chevrolet,Chevrolet Beat Diesel LT,2013,173000
BMW,BMW 5 Series 520d Luxury Line,2018,4800000
Volkswagen,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,710000
Toyota,Toyota Corolla Altis 1.8 GL,2019,1500000
Maruti,Maruti Baleno Zeta 1.2,2017,550000
Maruti,Maruti 800 AC BSIII,2008,58000
Audi,Audi A4 1.8 TFSI,2012,1200000
Mahindra,Mahindra Scorpio M2DI,2013,500000
Maruti,Maruti Swift LXi BSIV,2009,120000
Toyota,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,300000
Hyundai,Hyundai EON Era Plus,2018,300000
Datsun,Datsun GO Plus T Option BSIV,2015,295000
Maruti,Maruti Ertiga VXI CNG,2018,587000
Ambassador,Ambassador Grand 1800 ISZ MPFI PW CL,2012,430000
Hyundai,Hyundai Verna i (Petrol),2007,123000
Skoda,Skoda Laura Ambiente 2.0 TDI CR AT,2012,450000
Maruti,Maruti Wagon R LXI Minor,2007,130000
Tata,Tata Indica Vista Aqua 1.4 TDI,2010,110000
Mahindra,Mahindra Xylo Celebration Edition BSIV,2010,200000
Hyundai,Hyundai Grand i10 Magna,2015,320000
Maruti,Maruti Wagon R LXI BS IV,2014,300000
Volkswagen,Volkswagen CrossPolo 1.2 MPI,2016,350000
Maruti,Maruti Ertiga VXI Petrol,2018,800000
Hyundai,Hyundai Xcent 1.1 CRDi S,2016,270000
Hyundai,Hyundai i20 1.2 Magna Executive,2017,540000
Maruti,Maruti Wagon R LXI CNG,2011,160000
Maruti,Maruti SX4 VDI,2013,340000
Maruti,Maruti Eeco 5 Seater AC BSIV,2017,350000
Volkswagen,Volkswagen Vento Diesel Style Limited Edition,2011,300000
Maruti,Maruti Ritz VDi,2013,330000
Maruti,Maruti Wagon R LXI CNG,2016,325000
Maruti,Maruti Swift Dzire VDI,2013,250000
Maruti,Maruti Swift Star VDI,2013,250000
Chevrolet,Chevrolet Beat LT Option,2015,240000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,545000
Hyundai,Hyundai i10 Magna 1.1 iTech SE,2015,300000
Chevrolet,Chevrolet Beat LT,2010,130000
Renault,Renault KWID RXT,2017,240000
Renault,Renault KWID 1.0 RXT Optional,2018,360000
Hyundai,Hyundai i20 1.4 CRDi Magna,2012,250000
Skoda,Skoda Laura Elegance 2.0 TDI CR AT,2019,475000
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,2016,600000
Tata,Tata Indigo CR4,2010,150000
Ford,Ford EcoSport 1.5 Diesel Trend BSIV,2017,700000
Mahindra,Mahindra XUV500 W6 2WD,2016,1290000
Hyundai,Hyundai Santro Xing XG,2004,80000
Hyundai,Hyundai Grand i10 Sportz,2015,425000
Maruti,Maruti Celerio ZXI AMT BSIV,2018,500000
Hyundai,Hyundai Santro Xing GLS,2012,193000
Honda,Honda City i VTEC V,2015,800000
Maruti,Maruti Wagon R LXI Minor,2008,150000
Maruti,Maruti 800 AC,2002,80000
Ford,Ford Figo Diesel EXI,2010,130000
Ford,Ford Figo Diesel EXI,2012,280000
Mahindra,Mahindra Xylo D2 BS IV,2011,229999
Maruti,Maruti Zen Estilo VXI BSIII,2008,80000
Tata,Tata Nano Cx BSIII,2010,70000
Maruti,Maruti Ritz VDi,2013,240000
Mahindra,Mahindra Xylo E8,2010,380000
Maruti,Maruti Ritz VDi,2013,240000
Hyundai,Hyundai Santro Xing XO,2006,80000
Hyundai,Hyundai i10 Era,2013,265000
Hyundai,Hyundai EON Magna Plus Option,2018,320000
Nissan,Nissan Terrano XL 110 PS,2014,500000
Hyundai,Hyundai Creta 1.6 CRDi SX Option,2016,1300000
Mahindra,Mahindra Scorpio S11 BSIV,2018,1500000
Toyota,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000
Mahindra,Mahindra XUV500 W6 2WD,2014,600000
Tata,Tata Tiago 1.2 Revotron XT,2018,420000
Maruti,Maruti Zen Estilo LXI BS IV,2009,140000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000
Hyundai,Hyundai Santro Xing XL eRLX Euro III,2006,100000
Maruti,Maruti Alto K10 VXI,2017,350000
Ford,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,850000
Maruti,Maruti Alto LX,2008,140000
Ford,Ford Aspire Titanium Plus BSIV,2015,550000
Hyundai,Hyundai Grand i10 Asta Option AT,2017,525000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,2015,470000
Ford,Ford Endeavour 3.0L 4X4 AT,2013,900000
Ford,Ford Endeavour 2.5L 4X2,2011,500000
Maruti,Maruti Zen LXI,1998,80000
Mahindra,Mahindra Verito 1.5 D2 BSIII,2011,175000
Mahindra,Mahindra XUV500 AT W10 AWD,2017,1350000
Renault,Renault Duster 110PS Diesel RxZ,2017,800000
Datsun,Datsun RediGO 1.0 S,2017,250000
Maruti,Maruti Ignis 1.2 AMT Alpha BSIV,2018,700000
Tata,Tata Nexon 1.5 Revotorq XM,2019,800000
Mahindra,Mahindra XUV500 W6 2WD,2013,660000
Maruti,Maruti Swift VDI BSIV,2015,465000
Mahindra,Mahindra Scorpio 2.6 CRDe,2006,180000
Maruti,Maruti Swift Dzire VDI,2017,600000
Ford,Ford Fiesta 1.4 ZXi Duratec,2010,150000
Hyundai,Hyundai Verna 1.6 SX,2014,450000
Hyundai,Hyundai Elite i20 Sportz Plus BSIV,2019,721000
Maruti,Maruti Swift 1.2 DLX,2018,300000
Mahindra,Mahindra Scorpio BSIV,2019,1000000
Renault,Renault KWID RXT,2016,300000
Mahindra,Mahindra Scorpio LX,2013,450000
Maruti,Maruti Esteem AX,1997,79000
Ford,Ford Figo 1.5D Trend MT,2017,545000
Honda,Honda Amaze V Diesel BSIV,2018,844999
Skoda,Skoda Rapid 1.5 TDI Ambition,2016,700000
Toyota,Toyota Etios VD,2016,650000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,2014,525000
Ford,Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000
Tata,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,180000
Hyundai,Hyundai i10 Era,2012,280000
Renault,Renault KWID 1.0 RXT Optional,2019,400000
Mahindra,Mahindra XUV500 W8 4WD,2012,625000
Volkswagen,Volkswagen Vento 1.5 TDI Highline,2015,535000
Maruti,Maruti Swift VDI Optional,2017,459999
Mahindra,Mahindra Bolero DI,2010,300000
Honda,Honda Civic 1.8 V AT,2007,280000
Honda,Honda Mobilio V i VTEC,2014,500000
Hyundai,Hyundai Creta 1.6 SX,2019,1200000
Renault,Renault KWID RXT,2016,300000
Tata,Tata Manza ELAN Quadrajet BS IV,2011,180000
Hyundai,Hyundai i10 Sportz AT,2011,180000
Maruti,Maruti Alto LXi,2009,78000
Nissan,Nissan Micra Diesel XV Premium,2011,160000
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000
Maruti,Maruti Wagon R LXI Minor,2008,110000
Mahindra,Mahindra Bolero SLX 4WD BSIII,2011,450000
Mahindra,Mahindra Scorpio S9 BSIV,2019,1350000
Honda,Honda City 1.3 DX,2003,120000
Honda,Honda BR-V i-DTEC VX MT,2018,1040000
Hyundai,Hyundai Grand i10 CRDi Sportz,2014,390000
Tata,Tata Nano Lx BSIII,2011,65000
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2013,320000
Volkswagen,Volkswagen Ameo 1.5 TDI Highline,2017,720000
Maruti,Maruti Swift ZXI ABS,2007,220000
Maruti,Maruti Wagon R LXI BS IV,2011,225000
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000
Toyota,Toyota Etios GD,2015,434999
Ford,Ford Figo Diesel Titanium,2012,300000
Honda,Honda Amaze VX i-DTEC,2018,700000
Ford,Ford Endeavour 2.5L 4X2 MT,2009,500000
Renault,Renault Duster 85PS Diesel RxE,2016,500000
Maruti,Maruti Ritz LDi,2016,400000
Toyota,Toyota Corolla Altis D-4D J,2015,825000
Maruti,Maruti Swift Dzire VDI,2018,720000
Maruti,Maruti 800 AC Uniq,2009,110000
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000
Mahindra,Mahindra Scorpio VLX 2WD AT BSIV,2009,275000
Land,Land Rover Range Rover Evoque 2.2L Dynamic,2012,2349000
Hyundai,Hyundai i20 1.4 Sportz,2017,740000
Maruti,Maruti Baleno Alpha 1.3,2017,800000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2019,1100000
BMW,BMW X1 sDrive20d,2012,750000
Maruti,Maruti Alto K10 2010-2014 VXI,2012,200000
Tata,Tata Spacio SA 6 Seater,2009,210000
Maruti,Maruti Swift VDI BSIV,2009,270000
Toyota,Toyota Etios 1.4 VXD,2016,630000
Hyundai,Hyundai Xcent 1.2 Kappa S,2015,375000
Mahindra,Mahindra Xylo D2,2010,300000
Mahindra,Mahindra Bolero Power Plus SLX,2016,580000
Hyundai,Hyundai Verna 1.4 CRDi,2014,550000
Maruti,Maruti Ciaz ZDi Plus SHVS,2016,750000
Maruti,Maruti Omni E MPI STD BS IV,2014,250000
Hyundai,Hyundai Verna 1.6 SX,2012,434999
Mercedes-Benz,Mercedes-Benz E-Class 280 CDI,2007,900000
Maruti,Maruti Swift ZDI,2016,685000
Maruti,Maruti Swift VDI BSIV,2014,540000
Honda,Honda City i-VTEC CVT ZX,2018,1165000
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,610000
Hyundai,Hyundai EON Era,2011,254999
Nissan,Nissan Micra Active XV,2014,280000
Tata,Tata Tiago 1.2 Revotron XT,2017,370000
Tata,Tata New Safari DICOR 2.2 EX 4x2,2011,459999
Maruti,Maruti Zen LX,1998,42000
Maruti,Maruti Zen LX,1998,42000
Fiat,Fiat Linea Active (Diesel),2011,190000
Fiat,Fiat Punto 1.4 Emotion,2010,165000
Ford,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,710000
Hyundai,Hyundai Creta 1.6 SX Option,2018,1200000
Maruti,Maruti Zen Estilo LXI BS IV,2011,229999
Renault,Renault KWID RXT,2018,310000
Maruti,Maruti Wagon R VXI BS IV,2015,320000
Maruti,Maruti 800 AC,2006,100000
Hyundai,Hyundai Verna CRDi,2009,160000
Maruti,Maruti 800 AC BSIII,2007,60000
Tata,Tata Indigo LS,2012,100000
Chevrolet,Chevrolet Beat Diesel LT,2016,350000
Renault,Renault Duster 110PS Diesel RxZ AWD,2017,700000
Maruti,Maruti Alto K10 VXI,2017,300000
Hyundai,Hyundai i20 1.4 Asta Option,2018,830000
Mahindra,Mahindra Quanto C6,2013,220000
Tata,Tata Indigo LX Dicor,2009,130000
Hyundai,Hyundai i20 1.2 Magna,2012,330000
Honda,Honda City 1.5 S MT,2010,254999
Hyundai,Hyundai Verna 1.6 SX VTVT (O),2014,600000
Hyundai,Hyundai i10 Magna,2012,210000
Maruti,Maruti Zen Estilo 1.1 LXI BSIII,2007,120000
Maruti,Maruti Esteem Vxi - BSIII,2006,95000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,229999
Hyundai,Hyundai Verna Transform VTVT,2010,229999
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,2013,400000
Maruti,Maruti Gypsy King Hard Top Ambulance BSIV,2005,300000
Ford,Ford Figo Diesel Celebration Edition,2013,300000
Ford,Ford Fiesta 1.4 SXi TDCi,2009,80000
Maruti,Maruti 800 AC,2008,80000
Maruti,Maruti Esteem Vxi,2007,100000
Tata,Tata Indica Vista Quadrajet LS,2012,300000
Maruti,Maruti Baleno Zeta Automatic,2018,700000
Maruti,Maruti Vitara Brezza ZDi Plus,2016,975000
Chevrolet,Chevrolet Captiva LT,2009,500000
Renault,Renault Duster 85PS Diesel RxL Optional,2013,550000
Nissan,Nissan Terrano XV Premium 110 PS,2014,550000
Maruti,Maruti Alto K10 2010-2014 VXI,2014,240000
Maruti,Maruti 800 Std,1997,50000
Tata,Tata Indica Vista Aura 1.2 Safire,2009,120000
Maruti,Maruti Alto 800 LXI,2013,900000
Honda,Honda City 1.5 V MT,2009,250000
Renault,Renault KWID 1.0 RXT Optional,2017,280000
Tata,Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,85000
Tata,Tata Indica Vista Terra 1.4 TDI,2011,90000
Chevrolet,Chevrolet Enjoy TCDi LT 8 Seater,2015,500000
Maruti,Maruti 800 Std,2013,200000
Renault,Renault KWID RXT,2015,250000
Maruti,Maruti Swift Dzire VDI,2014,185000
Hyundai,Hyundai i10 Magna 1.1,2008,100000
Toyota,Toyota Etios VXD,2015,610000
Mahindra,Mahindra Quanto C8,2012,290000
Mahindra,Mahindra Xylo E9,2012,300000
Hyundai,Hyundai EON Era Plus,2015,225000
Maruti,Maruti Alto K10 VXI,2017,320000
Tata,Tata Indigo CR4,2012,135000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000
Maruti,Maruti Wagon R VXI BS IV,2016,400000
Hyundai,Hyundai i20 Active 1.2 S,2017,570000
Maruti,Maruti Ignis 1.2 Zeta BSIV,2018,500000
Maruti,Maruti Omni MPI STD BSIV,2015,130000
Tata,Tata Tiago 1.2 Revotron XZ,2018,360000
Ford,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000
Hyundai,Hyundai i10 Era,2009,250000
Nissan,Nissan Sunny XL,2016,600000
Renault,Renault Duster 85PS Diesel RxL Plus,2013,570000
Mahindra,Mahindra XUV500 W6 2WD,2013,850000
Ford,Ford Figo Diesel EXI,2011,250000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,2014,580000
Toyota,Toyota Fortuner 3.0 Diesel,2012,1680000
Chevrolet,Chevrolet Spark 1.0 LT,2010,180000
Tata,Tata Tiago 1.2 Revotron XE,2017,300000
Toyota,Toyota Etios Liva VX,2012,269000
Maruti,Maruti Alto K10 VXI,2018,231999
Chevrolet,Chevrolet Beat LS,2011,150000
Hyundai,Hyundai Grand i10 Asta Option,2017,495000
Maruti,Maruti Ciaz VXi,2014,700000
Datsun,Datsun GO Plus T BSIV,2018,400000
Mahindra,Mahindra Xylo H4,2019,599000
Renault,Renault Duster 85PS Diesel RxL Optional,2013,421000
Ford,Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000
Hyundai,Hyundai i10 Magna 1.1L,2014,295000
Hyundai,Hyundai i10 Sportz,2011,220000
Ford,Ford Classic 1.4 Duratorq LXI,2013,250000
Toyota,Toyota Fortuner 3.0 Diesel,2009,1100000
Hyundai,Hyundai Verna 1.6 VTVT,2012,300000
Chevrolet,Chevrolet Aveo U-VA 1.2,2007,80000
Chevrolet,Chevrolet Beat Diesel LT,2013,215000
Hyundai,Hyundai EON Magna Plus,2012,245000
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000
Ford,Ford Ecosport 1.5 Diesel Titanium,2017,760000
Honda,Honda Amaze S i-Dtech,2014,395000
Ford,Ford Figo Diesel EXI,2014,280000
Honda,Honda Jazz 1.5 S i DTEC,2016,495000
Honda,Honda Jazz 1.5 VX i DTEC,2016,525000
Toyota,Toyota Innova 2.5 GX 8 STR BSIV,2009,420000
Tata,Tata New Safari DICOR 2.2 VX 4x2,2010,210000
Hyundai,Hyundai i20 Active 1.2 S,2018,650000
BMW,BMW 3 Series 320d Luxury Line,2018,2300000
Ford,Ford Freestyle Titanium Plus Diesel BSIV,2019,525000
Maruti,Maruti Wagon R LXI CNG,2010,195000
Maruti,Maruti Ertiga SHVS VDI,2016,650000
Mahindra,Mahindra TUV 300 T6 Plus,2015,540000
Maruti,Maruti Alto 800 LXI,2014,180000
Mahindra,Mahindra Bolero Power Plus ZLX,2017,750000
Maruti,Maruti Ertiga SHVS ZDI Plus,2018,980000
Fiat,Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,550000
Volkswagen,Volkswagen Vento 1.6 Highline,2015,509999
Maruti,Maruti Alto K10 LXI,2017,320000
Hyundai,Hyundai EON D Lite,2016,275000
Mahindra,Mahindra XUV500 W8 2WD,2013,550000
Maruti,Maruti Wagon R VXI Minor,2009,145000
Fiat,Fiat Grande Punto Emotion 90Hp,2013,250000
Hyundai,Hyundai Verna 1.6 SX,2012,520000
Maruti,Maruti Alto LXi,2007,95000
Toyota,Toyota Innova 2.5 V Diesel 7-seater,2011,725000
Maruti,Maruti 800 AC,2006,55000
Honda,Honda City i DTEC VX,2014,600000
Volkswagen,Volkswagen Vento New Diesel Highline,2013,330000
Maruti,Maruti Swift Dzire VDI,2015,470000
Maruti,Maruti Swift ZDi,2013,365000
Hyundai,Hyundai EON Magna Plus,2013,250000
Maruti,Maruti Wagon R VXI BS IV,2017,430000
Maruti,Maruti Swift VDI,2013,400000
Maruti,Maruti Swift Dzire ZXI,2015,615000
